Comentario,Polaridad,Aspectos
tanto el flujo base como el alterno estan perfectamente representados y se entienden con facilidad,1,"flujo, base"
el flujo de control y decision se incluye donde se debe,1,"flujo, control"
el diagrama de casos distribuye bien sus actores esta medio entendible las distribucion de los carriles,1,"diagrama, casos"
los nodos iniciales y finales se presentan de una manera mas o menos organizada ciertos casos de uso no presentan una correcta inclusion de los nodos,-1,"finales, manera"
el flujo base y el flujo alterno es representado de una manera adecuada pero falta mejorar las funcionalidades en base a las especificaciones,0,"flujo, base"
ciertos flujos de control y de decisiones no se incluyen de manera correcta,-1,"flujos, control"
no presenta nombre del diagrama la distribucion de los carriles es medianamente adecuada,0,"nombre, diagrama"
el nodo inicial y el nodo final estan incluidos correctamente indican donde empieza y donde termina el proceso no hay nodos finales para los flujos alternos,0,"nodo, nodo"
solo expresan el flujo base segun lo descrito en la funcionalidad no hay flujo alterno,-1,"flujo, base"
el flujo de control no es adecuado el control de decision es adecuado,0,"flujo, control"
el nombre del diagrama no esta incluido la distribucion de carriles es correcta,0,"nombre, diagrama"
es muy claro donde inicia y termina el programa,1,programa
esta bien representado el flujo normal y el alterno lo que no esta correcto es la funcion que se le ha asignado a la base de datos en las validaciones las cuales deberia realizar el sistema,0,"flujo, alterno"
el flujo de control esta bien realizado ya que realiza secuencialmente las actividades solicitadas,1,"flujo, control"
no tiene nombre del proceso la distribucion de los carriles si es la correcta lo cual si esta compresible,0,"nombre, proceso"
el nodo inicial esta correctamente colocado pero el nodo final esta colocado en el carril de sistema el cual esta mal ubicado el cual un proceso termina dentro de sistema y el otro no tiene final,0,"nodo, nodo"
el flujo base no tiene un fin por que su conexion final esta de nuevo hacia el inicio y el flujo alterno termina en el sistema las decisiones no estan especificadas no se divisa cual el la decision por el si o la decision por el no,-1,"flujo, base"
el flujo de control sigue una linea correcta pero el flujo de decision no esta bien aplicado,0,"flujo, control"
el nombre del diagrama es correcto cumple con los carriles necesarios pues su distribucion esta bien adecuada,1,"nombre, diagrama"
el nodo inicial y el nodo final es incluido correctamente,1,"nodo, nodo"
es bastante adecuado aunque le hace falta la parte de registrar usuario ya que es la parte fundamental que hace el cliente para poder registrar reserva en el sistema,0,"falta, parte"
es bastante adecuado muy entendible pues el flujo de control y control de decision se incluye correctamente lo unico que falto es la parte de registrar usuario,1,"flujo, control"
el nombre del diagrama no se encuentra especificado fuera del diagrama de actividad si contiene orden de carriles dentro del diagrama,-1,"nombre, diagrama"
el nodo inicial y el nodo final no se encuentra correctamente ubicado en el lugar que corresponde dificultando el funcionamiento del proceso,-1,"nodo, nodo"
el flujo base y flujo alterno del proceso no se encuentra correctamente representado en el diagrama de actividad dando como resultado un mal funcionamiento de los procesos establecidos,-1,"flujo, base"
el flujo de control no se encuentra correcto en gran parte y el control de decision no es el correcto,-1,"flujo, control"
la distribucion de carriles es adecuada,1,"distribucion, carriles"
los nodos son incluidos correctamente,1,nodos
los flujos se representan correctamente,1,flujos
el flujo de control es correcto los controles de decision son incorrectos,0,"flujo, control"
correcta distribucion de carriles,1,carriles
nodo inicial y de fin definidos correctamente,1,"nodo, fin"
no se expresa explicitamente los flujos normal y alterno,-1,flujos
flujo de control expresado correctamente,1,control
no tiene un nombre el diagrama de actividad,-1,"nombre, diagrama"
si se identifica correctamente el inicio y final del proceso,1,"inicio, final"
si indica correctamente la funcionalidad del flujo normal,1,"funcionalidad, flujo"
el flujo de control y decision se incluye donde se debe,1,"flujo, control"
no tiene nombre del diagrama ausencia de carriles,-1,"nombre, diagrama"
el nodo final no esta correctamente por motivo que existen procesos sin terminar,-1,"nodo, motivo"
el flujo base y flujo alterno no esta representado correctamente,-1,"flujo, base"
el flujo de control no se encuentra correcto en gran parte y el control de decision no es el correcto,-1,"flujo, control"
el diagrama no tiene nombre la distribucion de carriles es facil de entender,0,"diagrama, nombre"
falta nodo inicial para la actividad clic en asignar historial,-1,"nodo, actividad"
tiene funcionalidad correcta,1,funcionalidad
el flujo de control no se encuentra correcto en gran parte y el control de decision no es el correcto,-1,"flujo, control"
no existe nombre del diagrama,-1,"nombre, diagrama"
los nodos finales no estan incluido correctamente en el diagrama,-1,"finales, diagrama"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control y control de decision se incluye donde se requieren y de manera correcta,1,"flujo, control"
referente al nombre del diagrama de actividades es preciso pero asi mismo dividieron en dos el proceso en vez de hacerlo uno solo la representacion de carriles es ordenada cumple con el actor y el sistema lo que permite que sea facil de entender,0,"referente, nombre"
como observe el nodo inicial y nodo final es incluido en el diagrama lo que permite saber donde inician y donde terminan los procesos del diagrama de actividades,1,"nodo, nodo"
el flujo base y flujo alterno se cumple pero deberian ampliar mas el proceso para que sea mas entendible porque pasa de una actividad a otra muy rapida tenian que aprovechar y jugar mas con las actividades,0,"flujo, base"
el flujo de control y control de decision se cumplen pero debieron especificar mas cuando hace la consulta o verifica  ya que no muestra si habia un error y o si tenia acceso,0,"flujo, control"
el nombre del diagrama no es el adecuado debido a que se estipulo un nombre en el caso de estudio presentado,-1,"nombre, diagrama"
los nodos estan correctos pero se arrastran las falencias desde el diagrama de casos de uso y dividen el diagrama en dos lo cual es innecesarios ya que solo debe describir un solo proceso,0,"nodos, correctos"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control no se encuentra correcto en gran parte y el control de decision no es el correcto,-1,"flujo, control"
es facil de entender gracias a que lo hicieron en forma de carril permite identificar las actividades del actor y la interaccion con el sistema,1,"gracias, forma"
existe nodo inicial y nodo final pero al ser tan basica las actividades descritas podria decirse que funciona como un procedimiento estatico,0,"nodo, nodo"
no detalla explicitamente lo que se quiere hacer por el flujo normal solo realiza una actividad y por el flujo alterno se ve obligado a crear dicha actividad,-1,"flujo, actividad"
existen los flujos de decision pero unicamente para mostrar o no un mensaje deberia profundizarse mas para que si por un camino no realiza algo por el flujo alterno pueda realizar otra actividad competente con lo solicitado,-1,"flujos, mensaje"
no existe nombre del diagrama,-1,"nombre, diagrama"
existe de manera correcta el nodo inicial y final del diagrama,1,"manera, nodo"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control y decision se incluye donde se debe,1,"flujo, control"
no se tiene en claro el nombre del diagrama que se especifica y no aparece alguna distribucion de carriles pues solo hay un objeto,-1,"claro, nombre"
tiene bien tanto el nodo inicial como el final no deja en claro un mensaje final,0,"nodo, final"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control no se encuentra correcto en gran parte y el control de decision no es el correcto,-1,"flujo, control"
no tiene nombre del diagrama ni tiene la distribucion correcta de los carriles,-1,"nombre, diagrama"
si tiene los nodos iniciales y final pero deberia terminar los procesos correctamente,0,procesos
si la cumple pero no de la manera correcta,0,manera
el flujo de control no se encuentra correcto en gran parte y el control de decision no es el correcto,-1,"flujo, control"
no tienen nombre de diagrama carriles separados,-1,"nombre, diagrama"
el nodo final no esta correctamente por motivo que existen procesos sin terminar,-1,"nodo, motivo"
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,-1,"flujo, base"
el flujo de control y decision se incluye donde se debe,1,"flujo, control"
el diagrama no tiene nombre la distribucion de carriles es correcta,0,"diagrama, nombre"
el nodo inicial y final es correcto faltan nodos de terminacion de procesos,0,"nodo, terminacion"
el flujo base y flujo alterno no es representado de forma correcta con respecto al caso de uso ni describe la funcionalidad correcta,-1,"flujo, base"
